date,direction,gap_pct,prior_close,open,close,final_reversal,price_30m,original_side_30m,crossed_by_30m,price_60m,original_side_60m,crossed_by_60m,price_120m,original_side_120m,crossed_by_120m
2024-09-03,down,-0.6445923530770337,476.27,473.2,461.81,False,470.6199,True,False,469.31,True,False,466.395,True,False
2024-09-04,down,-0.6799333059050228,461.81,458.67,460.61,False,461.01,True,False,461.45,True,False,461.98,False,True
2024-09-05,down,-0.35604958641800577,460.61,458.97,461.04,True,463.05,False,True,464.2894,False,True,458.59,True,True
2024-09-06,down,-0.15399965295853635,461.04,460.33,448.69,False,455.85,True,False,453.34,True,False,450.03,True,False
2024-09-09,up,0.9739463772314938,448.69,453.06,454.46,False,454.45,True,False,452.87,True,False,451.57,True,False
2024-09-10,up,0.39167363464331917,454.46,456.24,458.66,False,456.41,True,False,456.84,True,False,456.68,True,False
2024-09-11,up,0.27253303100336357,458.66,459.91,468.62,False,457.21,False,True,453.89,False,True,454.6961,False,True
2024-09-13,down,-0.15637547018300113,473.22,472.48,475.34,True,473.81,False,True,473.75,False,True,475.1501,False,True
2024-09-16,down,-0.45230782176967077,475.34,473.19,473.24,False,473.0007,True,False,472.0579,True,False,471.93,True,False
2024-09-17,up,0.6444932803651549,473.24,476.29,473.49,False,475.42,True,False,476.37,True,False,475.55,True,False
2024-09-18,up,0.2555492196244957,473.49,474.7,471.44,True,474.2,True,True,473.9888,True,True,473.165,False,True
2024-09-19,up,2.3693365009333167,471.44,482.61,483.36,False,481.64,True,False,484.5,True,False,484.62,True,False
2024-09-20,down,-0.17999006951340268,483.36,482.49,482.44,False,481.6602,True,False,481.675,True,False,479.43,True,False
2024-09-23,up,0.10571262747698373,482.44,482.95,483.04,False,482.72,True,True,483.545,True,True,483.36,True,True
2024-09-24,up,0.2939715137462606,483.04,484.46,485.37,False,483.35,True,False,480.97,False,True,483.97,True,True
2024-09-25,down,-0.12979788614870813,485.37,484.74,485.82,True,486.9199,False,True,486.7,False,True,486.13,False,True
2024-09-26,up,1.554073525173938,485.82,493.37,489.47,False,491.55,True,False,489.59,True,False,487.44,True,False
2024-09-27,up,0.21043169142132,489.47,490.5,486.75,True,489.2258,False,True,488.91,False,True,487.87,False,True
2024-09-30,down,-0.19928094504366722,486.75,485.78,488.07,True,486.4099,True,True,485.92,True,True,486.9,False,True
2024-10-02,down,-0.1890830510939745,481.27,480.36,481.95,True,479.68,True,False,481.88,False,True,483.07,False,True
2024-10-03,down,-0.4585537918871174,481.95,479.74,481.59,False,482.46,False,True,481.0,True,True,481.695,True,True
2024-10-04,up,1.216802674474149,481.59,487.45,487.32,False,484.09,True,False,482.96,True,False,483.51,True,False
2024-10-07,down,-0.3960436674053991,487.32,485.39,482.1,False,484.76,True,False,486.37,True,False,485.97,True,False
2024-10-08,up,0.5310101638664078,482.1,484.66,489.3,False,485.86,True,False,486.5325,True,False,487.65,True,False
2024-10-10,down,-0.4663895366521231,493.15,490.85,492.59,False,490.88,True,False,491.957,True,False,492.679,True,False
2024-10-11,down,-0.3755658864369904,492.59,490.74,493.36,True,491.19,True,False,493.52,False,True,492.84,False,True
2024-10-14,up,0.48848710880491364,493.36,495.77,497.5,False,498.62,True,False,497.97,True,False,495.759,True,False
2024-10-17,up,1.1264793954085306,490.91,496.44,491.25,False,493.07,True,False,493.3699,True,False,493.59,True,False
2024-10-18,up,0.572010178117055,491.25,494.06,494.47,False,494.3293,True,False,494.89,True,False,495.19,True,False
2024-10-21,down,-0.24672882075758018,494.47,493.25,495.42,True,494.77,False,True,495.15,False,True,491.6514,True,True
2024-10-22,down,-0.5429736385289208,495.42,492.73,495.96,True,494.11,True,False,494.7501,True,False,494.535,True,False
2024-10-23,down,-0.4778611178320791,495.96,493.59,488.36,False,493.56,True,False,493.19,True,False,490.58,True,False
2024-10-24,up,0.7678761569334114,488.36,492.11,492.32,False,491.2663,True,False,490.73,True,False,491.37,True,False
2024-10-25,up,0.5727981800454973,492.32,495.14,495.32,False,498.95,True,False,499.95,True,False,498.59,True,False
2024-10-28,up,0.6339336186707456,495.32,498.46,495.4,False,496.73,True,False,497.81,True,False,496.865,True,False
2024-10-30,down,-0.15395073576456308,500.16,499.39,496.38,False,498.77,True,False,500.105,True,True,499.94,True,True
2024-10-31,down,-0.8058342398968521,496.38,492.38,483.85,False,487.61,True,False,486.97,True,False,485.94,True,False
2024-11-01,up,0.3410147773070138,483.85,485.5,487.43,False,487.87,True,False,490.3497,True,False,490.65,True,False
2024-11-04,down,-0.1251461748353666,487.43,486.82,486.01,False,487.1563,True,False,488.3401,False,True,488.22,False,True
2024-11-05,up,0.3292113331001545,486.01,487.61,492.21,False,490.9451,True,False,490.33,True,False,491.12,True,False
2024-11-06,up,1.6964303854046126,492.21,500.56,505.58,False,500.33,True,False,503.19,True,False,502.69,True,False
2024-11-07,up,0.5577752284504855,505.58,508.4,513.54,False,510.89,True,False,510.91,True,False,511.96,True,False
2024-11-11,up,0.23923444976077235,514.14,515.37,513.84,True,512.6297,False,True,513.11,False,True,513.5168,False,True
2024-11-15,down,-1.1303544398356569,508.69,502.94,496.57,False,501.31,True,False,498.89,True,False,498.66,True,False
2024-11-18,up,0.31415510401353597,496.57,498.13,500.02,False,497.44,True,False,500.41,True,False,501.49,True,False
2024-11-19,down,-0.5199792008319548,500.02,497.42,503.46,True,498.2301,True,False,499.42,True,False,501.34,False,True
2024-11-21,up,0.6101317646123539,503.17,506.24,504.98,False,501.31,False,True,497.91,False,True,503.9399,True,True
2024-11-22,down,-0.11089548100915447,504.98,504.42,505.79,True,505.95,False,True,503.24,True,True,504.11,True,True
2024-11-25,up,0.8125902054212153,505.79,509.9,506.59,False,508.22,True,False,507.95,True,False,508.0,True,False
2024-11-26,up,0.29412345289090425,506.59,508.08,509.31,False,508.88,True,False,508.5,True,False,508.46,True,False
2024-11-27,down,-0.22383224362372278,509.31,508.17,505.3,False,506.38,True,False,504.33,True,False,503.11,True,False
2024-11-29,up,0.12467840886603021,505.3,505.93,509.74,False,507.94,True,False,508.63,True,False,509.66,True,False
2024-12-02,up,0.249146623768981,509.74,511.01,515.29,False,513.67,True,False,514.4,True,False,514.43,True,False
2024-12-03,down,-0.2600477401074941,515.29,513.95,516.87,True,515.0555,True,False,514.42,True,True,516.22,False,True
2024-12-04,up,0.6674792501015769,516.87,520.32,523.26,False,520.3,True,False,521.27,True,False,521.56,True,False
2024-12-06,up,0.12839922577183582,521.81,522.48,526.48,False,525.24,True,False,525.87,True,False,525.55,True,False
2024-12-09,down,-0.17664488679532964,526.48,525.55,522.38,False,525.76,True,False,524.06,True,False,522.93,True,False
2024-12-10,up,0.237375090929981,522.38,523.62,520.6,True,523.97,True,False,524.3,True,False,522.12,False,True
2024-12-11,up,0.8451786400307304,520.6,525.0,529.92,False,527.56,True,False,527.4,True,False,529.17,True,False
2024-12-12,down,-0.4227053140096637,529.92,527.68,526.5,False,527.43,True,False,528.0494,True,False,528.2699,True,False
2024-12-13,up,0.7521367521367672,526.5,530.46,530.53,False,532.52,True,False,530.63,True,False,528.0701,True,False
2024-12-16,up,0.48065142404767336,530.53,533.08,538.17,False,534.83,True,False,535.38,True,False,536.33,True,False
2024-12-17,down,-0.3363249530817347,538.17,536.36,535.8,False,535.6899,True,False,534.22,True,False,536.46,True,False
2024-12-18,down,-0.12131392310563704,535.8,535.15,516.47,False,535.32,True,False,535.92,False,True,535.9199,False,True
2024-12-19,up,0.9138962572850406,516.47,521.19,514.17,True,518.91,True,False,516.905,True,False,519.43,True,True
2024-12-20,down,-0.7254410020032243,514.17,510.44,518.66,True,510.92,True,False,516.47,False,True,521.47,False,True
2024-12-23,up,0.17159603593877026,518.66,519.55,522.87,False,519.85,True,True,517.73,False,True,519.86,True,True
2024-12-24,up,0.37485417025264756,522.87,524.83,529.96,False,526.66,True,False,527.2,True,False,528.4624,True,False
2024-12-26,down,-0.30945731753340144,529.96,528.32,529.6,False,528.3701,True,False,529.26,True,False,529.28,True,False
2024-12-27,down,-0.677870090634447,529.6,526.01,522.56,False,522.6,True,False,519.36,True,False,521.35,True,False
2024-12-30,down,-1.3491273729332454,522.56,515.51,515.61,False,512.64,True,False,512.44,True,False,515.335,True,False
2024-12-31,up,0.2501890964100806,515.61,516.9,511.23,True,516.34,True,True,515.9201,True,True,513.16,False,True
2025-01-02,up,0.600512489486138,511.23,514.3,510.23,True,515.39,True,True,513.05,True,True,513.0799,True,True
2025-01-03,up,0.6114889363620257,510.23,513.35,518.58,False,515.48,True,False,514.28,True,False,516.44,True,False
2025-01-06,up,1.0490184735238328,518.58,524.02,524.54,False,526.045,True,False,527.46,True,False,527.72,True,False
2025-01-07,up,0.20017539177186183,524.54,525.59,515.18,True,523.65,False,True,520.41,False,True,519.97,False,True
2025-01-10,down,-0.7355367089098896,515.27,511.48,507.19,False,508.35,True,False,507.66,True,False,505.46,True,False
2025-01-13,down,-1.1810169758867506,507.19,501.2,505.56,False,502.145,True,False,500.095,True,False,501.0,True,False
2025-01-14,up,0.6290054592926753,505.56,508.74,505.08,True,506.58,True,False,507.37,True,False,504.73,False,True
2025-01-15,up,1.5740080779282462,505.08,513.03,516.7,False,514.82,True,False,516.33,True,False,514.92,True,False
2025-01-16,up,0.4412618540739155,516.7,518.98,513.08,True,516.1538,False,True,516.16,False,True,516.98,True,True
2025-01-17,up,1.9041864816402798,513.08,522.85,521.74,False,519.56,True,False,520.05,True,False,522.41,True,False
2025-01-21,up,0.5251657913903474,521.74,524.48,524.8,False,522.62,True,True,522.83,True,True,522.58,True,True
2025-01-22,up,0.9089176829268464,524.8,529.57,531.51,False,531.89,True,False,531.85,True,False,532.8,True,False
2025-01-23,down,-0.4647137400989654,531.51,529.04,532.64,True,529.22,True,False,529.3041,True,False,530.44,True,False
2025-01-27,down,-3.5175499877272753,529.63,511.0,514.21,False,515.93,True,False,516.77,True,False,512.965,True,False
2025-01-28,up,0.19641780595476277,514.21,515.22,521.81,False,514.75,True,True,519.21,True,True,517.7199,True,True
2025-01-29,up,0.1245664130622437,521.81,522.46,520.83,True,520.5403,False,True,520.175,False,True,519.8499,False,True
2025-01-30,up,0.5529635389666554,520.83,523.71,523.05,False,524.31,True,False,520.9053,True,False,521.34,True,True
2025-01-31,up,0.7398910238026968,523.05,526.92,522.29,True,529.14,True,False,529.8804,True,False,530.34,True,False
2025-02-03,down,-1.6887169963047177,522.29,513.47,518.11,False,513.52,True,False,516.85,True,False,518.11,True,False
2025-02-04,up,0.10036478740036436,518.11,518.63,524.47,False,521.94,True,False,523.84,True,False,524.8704,True,False
2025-02-05,down,-0.5052719888649415,524.47,521.82,526.85,True,522.1,True,False,522.54,True,False,523.49,True,False
2025-02-07,up,0.10196374622355453,529.6,530.14,522.92,True,530.64,True,False,526.8,False,True,524.5825,False,True
2025-02-10,up,0.8223055151839853,522.92,527.22,529.25,False,527.92,True,False,529.625,True,False,529.45,True,False
2025-02-11,down,-0.621634388285297,529.25,525.96,527.99,False,527.69,True,False,529.1,True,False,528.73,True,True
2025-02-12,down,-1.0776719256046619,527.99,522.3,528.3,True,525.3,True,False,525.75,True,False,525.0352,True,False
2025-02-13,up,0.31800113571835986,528.3,529.98,535.9,False,531.2347,True,False,532.538,True,False,533.23,True,False
2025-02-18,up,0.2935984390969093,538.15,539.73,539.37,False,538.39,True,True,536.89,False,True,538.5,True,True
2025-02-19,down,-0.1483211895359271,539.37,538.57,539.52,True,537.6477,True,False,537.2,True,False,538.84,True,False
2025-02-20,down,-0.1464264531435333,539.52,538.73,537.23,False,533.895,True,False,535.76,True,False,535.05,True,False
2025-02-21,up,0.21406101669676492,537.23,538.38,526.08,True,536.19,False,True,534.0201,False,True,533.7109,False,True
2025-02-24,up,0.3421532846715314,526.08,527.88,519.87,True,523.34,False,True,521.88,False,True,524.02,False,True
2025-02-25,down,-0.12118414218939,519.87,519.24,513.32,False,516.0,True,False,510.805,True,False,510.6005,True,False
2025-02-26,up,0.4305306631340988,513.32,515.53,514.56,False,517.09,True,False,516.65,True,False,518.65,True,False
2025-02-27,up,0.6937966417910557,514.56,518.13,500.27,True,510.03,False,True,512.945,False,True,511.46,False,True
2025-03-03,up,0.659228211031726,508.17,511.52,497.05,True,506.31,False,True,509.13,True,True,507.38,False,True
2025-03-04,down,-0.5774066995272165,497.05,494.18,495.55,False,491.5594,True,False,489.8,True,False,489.38,True,False
2025-03-05,up,0.13116738976894915,495.55,496.2,502.01,False,493.77,False,True,494.0303,False,True,493.33,False,True
2025-03-06,down,-1.6573375032369886,502.01,493.69,488.2,False,493.0,True,False,497.29,True,False,496.05,True,False
2025-03-07,down,-0.21302744776729998,488.2,487.16,491.79,True,489.75,False,True,487.735,True,True,483.15,True,True
2025-03-10,down,-1.695845787836281,491.79,483.45,472.73,False,481.25,True,False,478.3,True,False,477.45,True,False
2025-03-12,up,1.6030534351145098,471.6,479.16,476.92,False,477.86,True,False,477.55,True,False,474.925,True,False
2025-03-13,down,-0.14048477732114817,476.92,476.25,468.34,False,471.22,True,False,473.86,True,False,470.945,True,False
2025-03-14,up,1.1508732971772684,468.34,473.73,479.66,False,475.74,True,False,474.03,True,False,478.1275,True,False
2025-03-18,down,-0.6959835946724002,482.77,479.41,474.54,False,474.02,True,False,474.67,True,False,473.94,True,False
2025-03-19,up,0.4783579887891465,474.54,476.81,480.89,False,477.62,True,False,478.27,True,False,478.881,True,False
2025-03-20,down,-0.8338705317224249,480.89,476.88,479.26,False,480.42,True,False,483.365,False,True,482.83,False,True
2025-03-21,down,-1.0808329507991488,479.26,474.08,480.84,True,475.52,True,False,476.16,True,False,475.5,True,False
2025-03-24,up,1.4349887696531116,480.84,487.74,490.66,False,489.18,True,False,489.7108,True,False,490.11,True,False
2025-03-25,up,0.14877919536948614,490.66,491.39,493.46,False,491.5912,True,True,492.6497,True,True,493.13,True,True
2025-03-26,down,-0.23507477809751043,493.46,492.3,484.38,False,489.3504,True,False,488.6009,True,False,488.35,True,False
2025-03-27,down,-0.4067054791692448,484.38,482.41,481.62,False,483.59,True,False,484.69,False,True,484.97,False,True
2025-03-28,down,-0.3758149578505843,481.62,479.81,468.94,False,478.4522,True,False,473.2125,True,False,472.36,True,False
2025-03-31,down,-1.4969932187486656,468.94,461.92,468.92,False,460.02,True,False,459.345,True,False,462.45,True,False
2025-04-01,down,-0.34547470783928835,468.92,467.3,472.7,True,467.69,True,True,466.17,True,True,471.7093,False,True
2025-04-02,down,-1.3920033848106583,472.7,466.12,476.15,True,470.97,True,False,472.54,True,True,474.9,False,True
2025-04-03,down,-4.139451853407539,476.15,456.44,450.66,False,458.07,True,False,456.4,True,False,454.0,True,False
2025-04-04,down,-2.778147605733816,450.66,438.14,422.67,False,439.09,True,False,432.39,True,False,433.0,True,False
2025-04-07,down,-3.314642629001341,422.67,408.66,423.69,True,416.89,True,False,419.09,True,True,415.1112,True,True
2025-04-08,up,3.4152328353277195,423.69,438.16,416.06,True,440.57,True,False,441.385,True,False,434.09,True,False
2025-04-09,down,-0.11777147526799148,416.06,415.57,466.0,True,421.29,False,True,421.28,False,True,420.05,False,True
2025-04-10,down,-2.669527896995705,466.0,453.56,446.18,False,450.52,True,False,450.14,True,False,445.865,True,False
2025-04-11,down,-0.34291093280739426,446.18,444.65,454.4,True,448.3,False,True,442.09,True,True,444.76,True,True
2025-04-14,up,2.213908450704216,454.4,464.46,457.48,False,460.03,True,False,462.17,True,False,457.6,True,False
2025-04-15,up,0.23170411821282766,457.48,458.54,457.99,False,460.5,True,False,458.09,True,True,459.24,True,True
2025-04-16,down,-1.9563745933317445,457.99,449.03,444.18,False,447.56,True,False,449.86,True,False,451.99,True,False
2025-04-17,up,0.6731505245621161,444.18,447.17,444.1,True,446.355,True,False,442.8013,False,True,443.2413,False,True
2025-04-21,down,-1.3217743751407385,444.1,438.23,433.11,False,434.9899,True,False,433.32,True,False,431.93,True,False
2025-04-22,up,1.318371776223115,433.11,438.82,444.48,False,441.27,True,False,441.94,True,False,443.65,True,False
2025-04-23,up,3.0800035997120334,444.48,458.17,454.56,False,460.95,True,False,461.84,True,False,457.33,True,False
2025-04-24,up,0.42238648363253084,454.56,456.48,467.35,False,460.75,True,False,462.85,True,False,462.98,True,False
2025-04-29,down,-0.47416439110095077,472.41,470.17,475.53,True,471.95,True,True,471.8,True,True,473.19,False,True
2025-04-30,down,-1.7664500662418758,475.53,467.13,475.47,False,462.8,True,False,467.38,True,False,469.88,True,False
2025-05-01,up,1.6699265989442047,475.47,483.41,481.68,False,481.0,True,False,484.15,True,False,486.02,True,False
2025-05-02,up,1.0089686098654793,481.68,486.54,488.83,False,486.05,True,False,488.645,True,False,487.67,True,False
2025-05-05,down,-0.865331505840472,488.83,484.6,485.93,False,485.75,True,False,485.86,True,False,486.76,True,False
2025-05-06,down,-1.3108883995637255,485.93,479.56,481.41,False,478.6109,True,False,482.055,True,False,483.04,True,False
2025-05-07,up,0.13917450821543387,481.41,482.08,483.3,False,483.0144,True,True,483.88,True,True,480.0101,False,True
2025-05-08,up,1.0821435961100745,483.3,488.53,488.29,False,486.8,True,False,486.83,True,False,488.725,True,False
2025-05-09,up,0.3932089536955452,488.29,490.21,487.97,True,490.91,True,False,488.0001,False,True,487.99,False,True
2025-05-12,up,3.897780601266465,487.97,506.99,507.85,False,503.8,True,False,502.7,True,False,503.7741,True,False
2025-05-13,up,0.25795018214038734,507.85,509.16,515.59,False,512.1175,True,False,514.13,True,False,515.755,True,False
2025-05-14,up,0.22886401986073057,515.59,516.77,518.68,False,517.0992,True,False,517.42,True,False,518.15,True,False
2025-05-15,down,-0.4164417367162776,518.68,516.52,519.25,True,516.4,True,False,516.12,True,False,518.96,False,True
2025-05-16,up,0.2715454983148735,519.25,520.66,521.51,False,519.97,True,True,519.335,True,True,518.98,False,True
2025-05-19,down,-1.3940288776821075,521.51,514.24,522.01,True,518.01,True,False,519.1667,True,False,519.16,True,False
2025-05-20,down,-0.486580716844498,522.01,519.47,520.27,False,519.03,True,False,519.03,True,False,519.69,True,False
2025-05-21,down,-0.7688315682241931,520.27,516.27,513.04,False,518.57,True,False,518.81,True,False,522.06,False,True
2025-05-22,up,0.12084827693747968,513.04,513.66,514.0,False,516.5,True,True,515.19,True,True,514.55,True,True
2025-05-23,down,-1.5214007782101135,514.0,506.18,509.24,False,507.14,True,False,508.45,True,False,508.88,True,False
2025-05-27,up,1.3569240436729135,509.24,516.15,521.22,False,516.9901,True,False,518.85,True,False,519.34,True,False
2025-05-28,up,0.184183262346016,521.22,522.18,518.91,True,521.27,True,True,521.0,False,True,521.055,False,True
2025-05-29,up,1.4299204100904017,518.91,526.33,519.93,False,522.59,True,False,521.08,True,False,522.15,True,False
2025-06-02,down,-0.36023193542794596,519.11,517.24,523.21,True,517.75,True,True,519.455,False,True,519.22,False,True
2025-06-04,up,0.1346482078513178,527.3,528.01,528.77,False,528.61,True,False,528.46,True,True,528.73,True,True
2025-06-05,up,0.2666565803657539,528.77,530.18,524.79,True,528.028,False,True,529.92,True,True,532.7893,True,True
2025-06-06,up,0.9927780636064032,524.79,530.0,529.92,False,531.0209,True,False,529.7101,True,False,529.85,True,False
2025-06-11,up,0.2639411467400432,534.21,535.62,532.41,True,534.76,True,True,536.135,True,True,535.638,True,True
2025-06-12,down,-0.2479292274750522,532.41,531.09,533.66,True,531.75,True,True,533.265,False,True,533.21,False,True
2025-06-13,down,-1.120563654761464,533.66,527.68,526.96,False,528.67,True,False,526.37,True,False,530.51,True,False
2025-06-16,up,0.6717777440412798,526.96,530.5,534.29,False,533.73,True,False,534.81,True,False,534.58,True,False
2025-06-17,down,-0.48288382713506106,534.29,531.71,529.08,False,532.41,True,False,532.58,True,False,532.28,True,False
2025-06-18,up,0.19278748015423286,529.08,530.1,528.99,True,530.28,True,True,531.98,True,True,531.41,True,True
2025-06-20,up,0.6181591334429637,528.99,532.26,526.83,True,530.86,True,False,528.92,False,True,527.105,False,True
2025-06-24,up,0.9856108341954384,531.65,536.89,539.78,False,536.99,True,False,537.405,True,False,538.9588,True,False
2025-06-25,up,0.4223943087924731,539.78,542.06,541.16,False,542.65,True,False,541.79,True,False,541.17,True,False
2025-06-26,up,0.4046862295809195,541.16,543.35,546.22,False,543.13,True,False,543.76,True,False,543.645,True,False
2025-06-27,up,0.19039947273991054,546.22,547.26,548.09,False,548.598,True,False,549.0252,True,False,549.26,True,False
2025-06-30,up,0.5783721651553497,548.09,551.26,551.64,False,550.13,True,False,550.4999,True,False,549.89,True,False
2025-07-01,down,-0.34624030164599473,551.64,549.73,546.99,False,549.93,True,False,548.835,True,False,546.83,True,False
2025-07-02,down,-0.15173951991810375,546.99,546.16,550.8,True,547.42,False,True,549.465,False,True,549.73,False,True
2025-07-03,up,0.43209876543208736,550.8,553.18,556.22,False,554.75,True,False,556.2,True,False,556.42,True,False
2025-07-07,down,-0.48541943835174184,556.22,553.52,552.03,False,553.6,True,False,553.38,True,False,552.95,True,False
2025-07-08,up,0.24455192652572677,552.03,553.38,552.34,False,552.11,True,False,551.9,False,True,551.77,False,True
2025-07-09,up,0.38744251729008194,552.34,554.48,556.25,False,557.04,True,False,556.135,True,False,554.5251,True,False
2025-07-10,up,0.11505617977527471,556.25,556.89,555.45,True,554.16,False,True,553.6,False,True,555.0593,False,True
2025-07-11,down,-0.3870735439733708,555.45,553.3,554.2,False,554.43,True,False,555.09,True,False,554.095,True,False
2025-07-15,up,0.726344366336451,556.21,560.25,556.72,False,558.7811,True,False,559.75,True,False,559.505,True,False
2025-07-16,up,0.10058916510991,556.72,557.28,557.29,False,554.77,False,True,555.655,False,True,555.0448,False,True
2025-07-17,up,0.1309910459545316,557.29,558.02,561.8,False,559.2,True,False,559.31,True,False,561.0849,True,False
2025-07-18,up,0.2349590601637752,561.8,563.12,561.26,True,562.08,True,False,560.4801,False,True,561.045,False,True
2025-07-21,up,0.14788155222178467,561.26,562.09,564.17,False,564.91,True,False,565.8784,True,False,565.4299,True,False
2025-07-23,up,0.19420935412026719,561.25,562.34,563.81,False,560.05,False,True,560.69,False,True,561.045,False,True
2025-07-24,up,0.2341214238839484,563.81,565.13,565.01,False,564.85,True,False,564.11,True,True,565.265,True,True
2025-07-28,up,0.24189134311491944,566.37,567.74,568.14,False,568.86,True,False,568.46,True,False,567.9167,True,False
2025-07-29,up,0.461153940930048,568.14,570.76,567.26,True,570.56,True,False,569.89,True,False,567.545,False,True
2025-07-30,up,0.16218312590345896,567.26,568.18,568.02,False,568.06,True,False,568.57,True,False,568.17,True,False
2025-07-31,up,1.1478469067990549,568.02,574.54,565.01,True,572.66,True,False,571.9301,True,False,569.42,True,False
2025-08-01,down,-1.0937859506911285,565.01,558.83,553.88,False,553.8002,True,False,556.38,True,False,554.3782,True,False
2025-08-04,up,0.9334151801834167,553.88,559.05,564.1,False,562.755,True,False,562.83,True,False,561.93,True,False
2025-08-05,up,0.2286828576493427,564.1,565.39,560.27,True,566.07,True,False,563.95,False,True,561.11,False,True
2025-08-06,up,0.14992771342388078,560.27,561.11,567.32,False,561.92,True,False,561.83,True,False,564.88,True,False
2025-08-07,up,0.7667630261580571,567.32,571.67,569.24,False,572.92,True,False,571.025,True,False,569.48,True,False
2025-08-08,up,0.21256412058183738,569.24,570.45,574.55,False,572.835,True,False,573.62,True,False,573.39,True,False
2025-08-12,up,0.4032469232783331,572.85,575.16,580.05,False,573.26,True,False,575.65,True,True,577.56,True,True
2025-08-13,up,0.46720110335316534,580.05,582.76,580.34,False,582.0895,True,False,580.64,True,False,579.87,False,True
2025-08-14,down,-0.354964331254104,580.34,578.28,579.89,False,580.19,True,True,580.58,False,True,579.04,True,True
2025-08-18,down,-0.15588734541170934,577.34,576.44,577.11,False,575.95,True,True,576.6,True,True,575.8496,True,True
2025-08-19,down,-0.12475957789677139,577.11,576.39,569.28,False,574.32,True,False,573.095,True,False,571.96,True,False
2025-08-20,down,-0.16687745924675035,569.28,568.33,565.9,False,562.18,True,False,560.281,True,False,563.44,True,False
2025-08-21,down,-0.2738999823290289,565.9,564.35,563.28,False,562.59,True,False,566.41,False,True,564.28,True,True
2025-08-22,up,0.24676892486863444,563.28,564.67,571.97,False,564.71,True,False,571.68,True,False,573.32,True,False
2025-08-25,down,-0.2744899208000473,571.97,570.4,570.32,False,570.9399,True,False,571.48,True,False,572.8599,False,True
2025-08-27,down,-0.1781317126840265,572.61,571.59,573.49,True,571.47,True,False,572.9701,False,True,572.8099,False,True
2025-08-28,up,0.1081099931995233,573.49,574.11,577.08,False,573.348,False,True,573.8118,True,True,574.8599,True,True
2025-08-29,down,-0.420219033756164,577.08,574.655,570.4,False,571.44,True,False,570.948,True,False,570.5401,True,False
2025-09-02,down,-1.593618513323991,570.4,561.31,565.62,False,564.585,True,False,565.24,True,False,561.58,True,False
2025-09-03,up,0.6382376860790018,565.62,569.23,570.07,False,568.28,True,False,569.51,True,False,569.28,True,False
2025-09-04,up,0.11752942621081619,570.07,570.74,575.23,False,570.61,True,False,570.77,True,True,572.3,True,True
2025-09-05,up,0.9144168419588761,575.23,580.49,576.06,False,579.95,True,False,575.129,False,True,574.63,False,True
