ticker,date,gap_pct,bars,session_open,session_close,first_hour_high,first_hour_low,first_hour_close,first_hour_return,first_hour_close_location,first_hour_max_close_drawdown,first_hour_directional_efficiency,pre_afternoon_high,pre_afternoon_high_minute,post_first_new_high,post_first_new_high_minute,afternoon_new_high,afternoon_new_high_minute,close_above_first_hour_high,close_above_pre_afternoon_high,close_within_2pct_of_hod,pullback_before_afternoon_hod,constructive_pullback_before_afternoon_hod,pre_hod_pullback_depth,reclaim_signal,reclaim_signal_minute,reclaim_signal_price,reclaim_new_hod_after,reclaim_to_close_return,reclaim_mfe,reclaim_mae,runner_loose,runner_primary,runner_strict
NVTS,2026-04-08,0.11318553092182014,390,9.54,9.537,9.72,9.1401,9.335,-0.02148846960167694,0.3360924297292644,0.04760913462539296,0.0,9.98,183,True,149.0,True,286.0,False,False,False,True,True,0.019539078156312617,True,210.0,9.93,True,-0.0395770392749244,0.008559919436052388,-0.05236656596173206,False,False,False
SNDK,2026-04-08,0.10298255486775476,390,784.0,780.49,807.9876,779.5,785.32,0.001683673469387914,0.2042994144820919,0.027296522497818776,0.011668962151898473,807.9876,6,False,,False,,False,False,False,False,False,,True,210.0,789.41,False,-0.011299578165972046,0.003800306558062294,-0.01773223039991889,False,False,False
CRDO,2026-04-14,0.14788627567728474,390,154.23,159.52,156.4799,149.0,155.8975,0.010811774622317527,0.9221379964972821,0.03118718796602482,0.04121629471072005,162.78,137,True,65.0,True,224.0,True,False,False,True,True,0.03280501290084781,True,222.0,160.58,True,-0.006601071117200208,0.019305019305019266,-0.015381741188192799,False,False,False
AMD,2026-04-24,0.10292142927324545,390,336.755,347.76,349.55,334.54,346.34,0.02846282905970199,0.7861425716189182,0.026368030381494822,0.13466315245245658,352.99,156,True,105.0,False,,False,False,True,False,False,,False,,,False,,,,True,False,False
INTC,2026-04-24,0.23090745732255158,390,82.2,82.56,85.22,80.64,82.265,0.0007907542579075333,0.3548034934497818,0.04677162568547688,0.0027981299882047,85.22,1,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
QCOM,2026-04-30,0.10288461538461548,390,172.05,179.63,179.89,163.56,176.945,0.028451031676838046,0.819657072872015,0.047311827956989294,0.1133815735833669,186.8899,110,True,88.0,False,,False,False,False,False,False,,False,,,False,,,,True,False,False
AMD,2026-05-06,0.15264876428531227,390,409.49,421.49,430.6,402.04,405.93,-0.00869374099489606,0.1362044817927166,0.06075300151532814,0.0,430.6,15,False,,False,,False,False,False,False,False,,True,268.0,416.355,False,0.01233322525248881,0.015959938033649035,-0.0007085299804253653,False,False,False
ARM,2026-05-06,0.11089829534571916,390,232.0,237.12,234.79,220.1,223.63,-0.036077586206896606,0.24029952348536432,0.05415968732551657,0.0,236.19,119,True,108.0,True,233.0,True,True,True,True,True,0.015538337778906786,True,212.0,234.6735,True,0.010425122563902711,0.02056687269759916,-0.00274168152773957,False,False,False
HUT,2026-05-06,0.2615824121227175,390,101.57,108.94,109.8799,96.39,107.1,0.05444521019986226,0.7939273085790102,0.07827439498604705,0.09639688322554778,111.33,195,True,194.0,False,,False,False,False,False,False,,True,286.0,109.075,False,-0.0012376804950722242,0.007196882878753197,-0.02278248911299563,False,False,False
RIOT,2026-05-06,0.10073710073710052,390,22.4,23.695,23.64,22.33,22.7,0.013392857142857206,0.2824427480916033,0.04646206308610401,0.05008347245409028,23.64,11,True,335.0,True,335.0,True,True,True,True,False,0.05541455160744513,True,212.0,22.995,True,0.030441400304414,0.03239834746684056,-0.005870841487279899,False,False,False
SMCI,2026-05-06,0.12971613366870294,390,31.44,34.65,33.6051,31.12,32.14,0.022264631043257044,0.4104462597078588,0.05745062836624781,0.05609244034168287,33.6051,2,True,305.0,True,305.0,True,True,True,True,False,0.07395008495734279,True,238.0,32.45,True,0.06779661016949134,0.06964560862865943,-0.0003081664098615322,False,False,False
IREN,2026-05-08,0.1230430958663149,390,63.845,61.2101,65.61,58.92,60.43,-0.05348891847443027,0.2257100149476829,0.08506703652334724,0.0,65.61,1,False,,False,,False,False,False,False,False,,True,296.0,61.83,False,-0.010025877405790085,0.005822416302765587,-0.0283034125828886,False,False,False
EOSE,2026-05-13,0.2308641975308643,390,9.97,8.28,9.99,8.67,8.8514,-0.11219658976930802,0.1374242424242424,0.1291875626880642,0.0,9.99,0,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
NBIS,2026-05-13,0.13809949193233195,390,203.845,207.12,210.0,195.0,204.84,0.004881159704677618,0.6560000000000002,0.05363204344874406,0.011803980373361745,212.87,206,True,78.0,True,211.0,False,False,False,False,False,0.004509794710386705,True,224.0,211.87,True,-0.02241940812762544,0.025817718412233903,-0.02827205361778451,False,False,False
NBIS,2026-05-21,0.10384735689709101,390,211.74,219.94,224.96,208.8,224.63,0.060876546708227064,0.9795792079207913,0.01665401616287887,0.27135471049883786,226.81,67,True,60.0,False,,False,False,False,False,False,,True,216.0,223.82,False,-0.017335358770440568,0.007952819229738228,-0.02537753551961397,True,True,True
NBIS,2026-05-28,0.10562940922397646,390,230.38,226.24,230.78,219.01,220.95,-0.04093237260178839,0.16482582837722992,0.046792256272245814,0.0,232.89,113,True,112.0,False,,False,False,False,False,False,,True,210.0,229.93,False,-0.01604836254512243,0.0007115208976644638,-0.021441308224242173,False,False,False
ARM,2026-06-01,0.10376744317699327,390,389.95,408.89,411.0,381.25,403.0,0.03346582895242989,0.7310924369747899,0.06769041229568173,0.11408678988622827,421.6899,125,True,103.0,False,,False,False,False,False,False,,True,210.0,413.5,False,-0.011148730350665104,0.0048367593712213,-0.0191533252720677,False,False,False
MRVL,2026-06-02,0.1550836257576449,390,253.46,290.9,277.54,252.43,270.645,0.06780162550303781,0.7254082039028261,0.03501263994221737,0.20962941276927843,285.4,202,True,73.0,True,217.0,True,True,True,False,False,0.00665732305536082,True,280.0,284.535,True,0.022369831479431168,0.023775633929042028,-0.01087739645386343,True,False,False
NVTS,2026-06-03,0.1850348027842228,390,30.645,30.81,33.48,29.7,32.48,0.05987926252243425,0.7354497354497352,0.11034955039010053,0.08364710494406802,34.17,162,True,159.0,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
INTC,2026-06-08,0.11929010789553285,390,111.0,110.19,111.035,106.66,109.7,-0.011711711711711703,0.6948571428571443,0.03729729729729725,0.0,112.37,106,True,91.0,True,280.0,False,False,False,True,False,0.022425914389961776,True,247.0,111.17,True,-0.008815327876225632,0.012323468561662443,-0.018170369704056832,False,False,False
APLD,2026-06-09,0.1193063866161923,390,45.83,41.94,46.8712,42.27,42.9303,-0.0632707833296966,0.1435060419021124,0.087556691537793,0.0,46.8712,1,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
EOSE,2026-06-16,0.11520376175548597,390,7.115,6.8,7.27,6.63,6.6933,-0.05926914968376673,0.09890624999999992,0.08293020041465105,0.0,7.27,12,False,,False,,False,False,False,False,False,,True,210.0,7.04,False,-0.03409090909090917,0.008522727272727293,-0.03693181818181812,False,False,False
MU,2026-06-25,0.17595444964759507,390,1233.0,1214.59,1255.0,1136.31,1148.6,-0.06845093268450941,0.10354705535428392,0.09070647115918473,0.0,1255.0,5,False,,False,,False,False,False,False,False,,True,210.0,1215.85,False,-0.0010363120450713748,0.017954517415799787,-0.017970966813340428,False,False,False
QCOM,2026-06-25,0.111544501291728,390,219.43,204.78,219.43,199.82,205.275,-0.06450804356742468,0.2781744008159107,0.08544866244360383,0.0,219.43,0,False,,False,,False,False,False,False,False,,True,210.0,213.19,False,-0.03944837937989587,0.009897274731460293,-0.057507387776162044,False,False,False
SNDK,2026-06-25,0.16915736030003223,390,2238.305,2335.01,2292.0,2092.08,2138.24,-0.0447057036462859,0.2308923569427763,0.0798458607930288,0.0,2292.0,10,True,250.0,True,250.0,True,True,True,True,False,0.08722513089005235,True,210.0,2267.8804,True,0.02960014999027294,0.035327524326238535,-0.004660915981283709,False,False,False
HUT,2026-07-20,0.11000546746856198,390,101.51,100.92,107.0,100.81,103.2,0.016648606048665027,0.38610662358642994,0.04203767925766233,0.0624519600307455,107.0,36,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
SMCI,2026-07-22,0.13294117647058834,390,28.89,30.5398,31.82,28.5,31.46,0.08895811699550027,0.8915662650602412,0.0179282426134435,0.315864510102747,32.2844,169,True,79.0,False,,False,False,False,False,False,,False,,,False,,,,True,True,True
ALAB,2026-07-30,0.1298750700728757,389,282.175,299.57,286.99,273.01,286.41,0.015008416762647414,0.9585121602288996,0.03144765202643007,0.07028649005699306,295.28,164,True,60.0,True,337.0,True,True,True,True,True,0.0264941750203197,True,210.0,293.935,True,0.01917090513208697,0.020974024869443886,-0.018014186810009103,False,False,False
AMKR,2026-07-30,0.1033231921366722,390,47.145,48.29,48.84,46.35,48.3,0.024498886414253684,0.7831325301204796,0.024492723918835835,0.14747567608978715,48.84,21,False,,False,,False,False,True,False,False,,True,211.0,48.19,False,0.0020751193193608852,0.008092965345507297,-0.0066403818219548105,True,False,False
ARM,2026-07-30,0.14722753346080308,390,258.0,241.37,268.48,236.36,242.46,-0.060232558139534875,0.18991282689912806,0.08713311364855547,0.0,268.48,0,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
CIFR,2026-07-30,0.11560203504804957,390,19.735,22.655,22.6,19.53,22.425,0.1363060552318216,0.9429967426710095,0.024805137289636736,0.38166855845629993,22.74,176,True,167.0,True,257.0,True,False,True,True,True,0.021547933157431753,True,210.0,22.625,True,0.0013259668508287525,0.014806629834254181,-0.011712707182320425,True,True,False
HUT,2026-07-30,0.11363120889090483,390,98.2,108.25,106.72,97.57,104.73,0.06649694501018333,0.7825136612021865,0.03399859121859583,0.22943193636338108,108.0,153,True,139.0,True,336.0,True,True,True,True,True,0.03240740740740744,True,210.0,107.24,True,0.009418127564341683,0.01389406937709814,-0.013894069377098028,True,False,False
IREN,2026-07-30,0.10900716479017403,390,32.505,38.28,37.66,32.32,37.305,0.14766958929395457,0.9335205992509369,0.033621262458471746,0.4171736485311998,37.87,169,True,155.0,True,387.0,True,True,True,True,True,0.02970689199894372,True,210.0,37.355,True,0.024762414670057575,0.026234774461250332,-0.01632980859322708,True,False,False
NBIS,2026-07-30,0.16165159897449732,390,172.18,188.43,195.8882,169.08,195.31,0.13433615983273306,0.9784319723069803,0.0446524493399687,0.34967360773061335,195.8882,58,False,,False,,False,False,False,False,False,,False,,,False,,,,True,False,False
SNDK,2026-07-30,0.11725678961304876,390,1135.01,1280.4,1257.21,1124.0,1256.76,0.1072677773764108,0.9966218752345917,0.029835215158035222,0.3453410863707269,1268.4,63,True,62.0,True,227.0,True,True,True,True,True,0.03659728792179129,True,210.0,1251.376,True,0.023193668409814627,0.027253199677794715,-0.0049162681719963075,True,True,False
PLTR,2026-08-04,0.1551532033426184,390,145.145,162.55,158.11,143.28,158.07,0.08904888215233031,0.9973027646662157,0.012226338834624428,0.44811566064556263,162.83,208,True,64.0,True,254.0,True,False,True,False,False,0.00792175888963964,False,,,False,,,,True,True,True
RIOT,2026-08-11,0.21494845360824755,390,23.57,20.22,23.66,20.35,20.5,-0.1302503182011031,0.045317220543806234,0.13491726771319468,0.0,23.66,0,False,,False,,False,False,False,False,False,,False,,,False,,,,False,False,False
