date,gap_pct,prior_close,session_open,initial_minutes,initial_high,initial_low,initial_close,bullish_initial,eligible_initial,open_retest_first_hour,open_retest_minute,swept_initial_low,sweep_minute,sweep_in_first_hour,prior_close_reached_by_sweep,revisited_initial_high_after_sweep,initial_high_revisit_minute,retested_prior_close_after_sweep,prior_close_retest_minute,resolution
2025-06-05,0.2666565803657539,528.77,530.18,5,530.85,528.97,529.92,False,False,False,,False,,False,False,False,,False,,no_setup
2025-06-11,0.2639411467400432,534.21,535.62,5,535.81,534.33,534.555,False,False,False,,False,,False,False,False,,False,,no_setup
2025-06-16,0.6717777440412798,526.96,530.5,5,532.48,530.45,531.83,True,True,False,,False,,False,False,False,,False,,no_setup
2025-06-20,0.6181591334429637,528.99,532.26,5,532.83,531.4,532.6,True,True,True,18.0,True,21.0,True,False,True,132.0,True,54.0,prior_close_first
2025-06-24,0.9856108341954384,531.65,536.89,5,537.56,536.27,537.12,True,True,True,29.0,False,,False,False,False,,False,,no_setup
2025-06-25,0.4223943087924731,539.78,542.06,5,542.785,541.94,542.52,True,True,True,20.0,True,21.0,True,False,True,26.0,True,250.0,initial_high_first
2025-06-26,0.4046862295809195,541.16,543.35,5,543.7,542.5,542.95,False,False,False,,False,,False,False,False,,False,,no_setup
2025-06-27,0.19039947273991054,546.22,547.26,5,547.74,546.74,547.49,True,True,True,5.0,True,289.0,False,False,True,380.0,True,299.0,prior_close_first
2025-06-30,0.5783721651553497,548.09,551.26,5,551.31,549.94,550.14,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-03,0.43209876543208736,550.8,553.18,5,554.51,553.18,553.98,True,True,False,,False,,False,False,False,,False,,no_setup
2025-07-09,0.38744251729008194,552.34,554.48,5,555.6853,554.47,555.57,True,True,False,,False,,False,False,False,,False,,no_setup
2025-07-10,0.11505617977527471,556.25,556.89,5,557.3,555.69,555.92,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-15,0.726344366336451,556.21,560.25,5,560.8,559.341,559.35,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-17,0.1309910459545316,557.29,558.02,5,558.425,557.21,557.66,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-18,0.2349590601637752,561.8,563.12,5,563.32,562.35,562.91,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-24,0.2341214238839484,563.81,565.13,5,565.72,564.39,564.98,False,False,False,,False,,False,False,False,,False,,no_setup
2025-07-28,0.24189134311491944,566.37,567.74,5,568.38,567.54,568.2499,True,True,True,10.0,True,109.0,False,False,True,142.0,False,,initial_high_first
2025-07-29,0.461153940930048,568.14,570.76,5,571.73,570.71,571.63,True,True,True,19.0,True,20.0,True,False,False,,True,113.0,prior_close_first
2025-07-31,1.1478469067990549,568.02,574.54,5,574.63,572.28,572.87,False,False,False,,False,,False,False,False,,False,,no_setup
2025-08-05,0.2286828576493427,564.1,565.39,5,565.615,564.315,564.425,False,False,False,,False,,False,False,False,,False,,no_setup
2025-08-07,0.7667630261580571,567.32,571.67,5,572.34,571.2,571.97,True,True,True,5.0,True,15.0,True,False,True,23.0,True,192.0,initial_high_first
2025-08-13,0.46720110335316534,580.05,582.76,5,583.2956,582.38,583.09,True,True,True,7.0,True,15.0,True,False,False,,True,94.0,prior_close_first
2025-08-28,0.1081099931995233,573.49,574.11,5,576.53,573.84,576.21,True,True,True,20.0,True,21.0,True,True,True,106.0,True,22.0,prior_close_first
2025-09-03,0.6382376860790018,565.62,569.23,5,569.6,568.21,568.65,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-04,0.11752942621081619,570.07,570.74,5,572.05,570.18,572.04,True,True,True,11.0,True,32.0,True,True,True,96.0,True,33.0,prior_close_first
2025-09-05,0.9144168419588761,575.23,580.49,5,581.12,579.78,579.83,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-09,0.1382002867655885,578.87,579.67,5,580.2,579.38,579.85,True,True,True,5.0,True,10.0,True,False,True,353.0,True,25.0,prior_close_first
2025-09-10,0.5564072970319245,580.51,583.74,5,583.77,582.11,582.85,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-12,0.16436104643198224,584.08,585.04,5,585.57,584.69,584.8704,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-15,0.30341253877885777,586.66,588.44,5,589.34,588.295,589.01,True,True,False,,False,,False,False,False,,False,,no_setup
2025-09-16,0.15717955651703974,591.68,592.61,5,592.86,591.87,592.11,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-18,0.8322033898304992,590.0,594.91,5,595.61,594.32,595.3799,True,True,True,8.0,True,10.0,True,False,True,30.0,False,,initial_high_first
2025-09-19,0.3376335416246601,595.32,597.33,5,597.65,596.72,596.9,False,False,False,,False,,False,False,False,,False,,no_setup
2025-09-26,0.13815645375971908,593.53,594.35,5,595.45,592.96,595.27,True,True,True,15.0,True,41.0,True,True,True,220.0,True,42.0,prior_close_first
2025-09-29,0.5268721579945179,595.97,599.11,5,599.99,599.045,599.628,True,True,False,,False,,False,False,False,,False,,no_setup
2025-10-02,0.6315789473684053,603.25,607.06,5,607.16,605.83,605.92,False,False,False,,False,,False,False,False,,False,,no_setup
2025-10-06,0.8737027089757765,603.18,608.45,5,608.6188,607.04,607.19,False,False,False,,False,,False,False,False,,False,,no_setup
2025-10-15,1.0050167224080253,598.0,604.01,5,604.04,602.71,603.0501,False,False,False,,False,,False,False,False,,False,,no_setup
2025-10-16,0.47989106970873774,602.22,605.11,5,606.55,605.02,606.1701,True,True,True,10.0,True,11.0,True,False,True,15.0,True,169.0,initial_high_first
2025-10-20,0.5315185534747524,603.93,607.14,5,609.13,607.065,608.77,True,True,False,,False,,False,False,False,,False,,no_setup
2025-10-24,0.8860427789970204,610.58,615.99,5,616.65,615.13,616.57,True,True,True,20.0,False,,False,False,False,,False,,no_setup
2025-10-27,1.2023983146977724,617.1,624.52,5,625.53,624.48,624.689,True,True,True,5.0,True,6.0,True,False,True,31.0,False,,initial_high_first
2025-10-28,0.36141317327134104,628.09,630.36,5,631.36,630.285,630.77,True,True,True,5.0,True,6.0,True,False,True,177.0,False,,initial_high_first
2025-10-29,0.42185426278202875,632.92,635.59,5,636.22,635.55,635.875,True,True,True,7.0,True,8.0,True,False,True,21.0,True,305.0,initial_high_first
2025-10-31,1.2970210047120956,626.05,634.17,5,634.2,632.89,633.22,False,False,False,,False,,False,False,False,,False,,no_setup
2025-11-03,0.9601475193539599,629.07,635.11,5,635.82,634.88,635.06,False,False,False,,False,,False,False,False,,False,,no_setup
2025-11-10,1.5055597467773074,609.74,618.92,5,620.17,618.56,619.67,True,True,False,,False,,False,False,False,,False,,no_setup
2025-11-12,0.5260871663690381,621.57,624.84,5,624.86,622.33,622.43,False,False,False,,False,,False,False,False,,False,,no_setup
2025-11-20,1.958757730841687,599.87,611.62,5,612.38,610.21,611.13,False,False,False,,False,,False,False,False,,False,,no_setup
2025-11-24,0.8829460911417231,590.07,595.28,5,599.18,595.16,599.12,True,True,False,,False,,False,False,False,,False,,no_setup
2025-11-26,0.5945244625465973,608.89,612.51,5,613.66,612.17,612.93,True,True,True,7.0,True,8.0,True,False,True,20.0,False,,initial_high_first
2025-11-28,0.2995425464372481,614.27,616.11,5,617.01,615.95,617.0,True,True,True,9.0,True,10.0,True,False,True,20.0,False,,initial_high_first
2025-12-02,0.37104849555229524,617.17,619.46,5,620.3,618.98,620.28,True,True,False,,False,,False,False,False,,False,,no_setup
2025-12-04,0.2261354888375644,623.52,624.93,5,624.94,621.28,621.46,False,False,False,,False,,False,False,False,,False,,no_setup
2025-12-08,0.27658758073798584,625.48,627.21,5,628.84,626.87,628.095,True,True,True,10.0,True,12.0,True,False,False,,True,45.0,prior_close_first
2025-12-17,0.21413976297506299,611.75,613.06,5,613.65,612.37,612.52,False,False,False,,False,,False,False,False,,False,,no_setup
2025-12-19,0.4662540427837314,609.11,611.95,5,614.33,611.87,614.155,True,True,False,,False,,False,False,False,,False,,no_setup
2025-12-22,0.6968641114982743,617.05,621.35,5,621.65,619.28,619.575,False,False,False,,False,,False,False,False,,False,,no_setup
2025-12-26,0.11700030452135302,623.93,624.66,5,624.95,623.86,624.71,True,True,True,5.0,True,31.0,True,True,True,92.0,True,32.0,prior_close_first
2026-01-15,1.1379226858203584,619.55,626.6,5,627.13,625.59,625.765,False,False,False,,False,,False,False,False,,False,,no_setup
2026-01-22,0.9849419095216527,616.28,622.35,5,622.46,620.815,620.8541,False,False,False,,False,,False,False,False,,False,,no_setup
2026-01-27,0.551594026796276,625.46,628.91,5,629.62,628.25,628.3718,False,False,False,,False,,False,False,False,,False,,no_setup
2026-01-28,0.6860710154801719,631.13,635.46,5,636.32,634.93,635.36,False,False,False,,False,,False,False,False,,False,,no_setup
2026-02-03,0.3449707733094831,626.14,628.3,5,628.7,625.96,626.84,False,False,False,,False,,False,False,False,,False,,no_setup
2026-02-10,0.16033988800623344,614.32,615.305,5,616.14,614.63,615.02,False,False,False,,False,,False,False,False,,False,,no_setup
2026-02-11,0.8029829754525819,611.47,616.38,5,617.52,615.17,615.6431,False,False,False,,False,,False,False,False,,False,,no_setup
2026-02-18,0.13470813237985713,601.3,602.11,5,602.71,600.72,601.14,False,False,False,,False,,False,False,False,,False,,no_setup
2026-02-25,0.5264283481665633,607.87,611.07,5,613.08,611.0,612.561,True,True,False,,False,,False,False,False,,False,,no_setup
2026-03-04,0.428870640646295,601.58,604.16,5,606.91,603.72,606.81,True,True,True,10.0,True,15.0,True,False,True,30.0,False,,initial_high_first
2026-03-11,0.19415239317506217,607.77,608.95,5,610.51,608.95,609.93,True,True,True,19.0,True,20.0,True,False,True,28.0,True,57.0,initial_high_first
2026-03-17,0.45970885106099146,600.38,603.14,5,604.92,602.28,604.53,True,True,True,47.0,True,126.0,False,False,False,,False,,neither
2026-03-25,0.8835919038323148,583.98,589.14,5,590.2399,589.0,589.9301,True,True,True,19.0,True,20.0,True,False,True,50.0,False,,initial_high_first
2026-04-01,0.7450015593055914,577.18,581.48,5,583.3,580.42,583.14,True,True,True,13.0,False,,False,False,False,,False,,no_setup
2026-04-06,0.2136825190604874,584.98,586.23,5,588.72,586.13,588.34,True,True,True,6.0,True,7.0,True,False,True,16.0,True,223.0,initial_high_first
2026-04-08,3.4183387417387356,588.59,608.71,5,609.9,607.07,607.75,False,False,False,,False,,False,False,False,,False,,no_setup
2026-04-10,0.2704075779675241,610.19,611.84,5,613.11,611.71,612.31,True,True,True,5.0,True,9.0,True,False,True,62.0,True,147.0,initial_high_first
2026-04-14,0.4583812501012474,617.39,620.22,5,621.92,620.1,621.72,True,True,False,,False,,False,False,False,,False,,no_setup
2026-04-16,0.2839661123313464,637.4,639.21,5,639.58,637.49,638.145,False,False,False,,False,,False,False,False,,False,,no_setup
2026-04-17,0.7994129311287068,640.47,645.59,5,646.27,644.07,645.08,False,False,False,,False,,False,False,False,,False,,no_setup
2026-04-22,0.903263855477765,644.33,650.15,5,650.46,648.5465,648.8,False,False,False,,False,,False,False,False,,False,,no_setup
2026-04-24,1.0883915139234368,651.42,658.51,5,659.34,657.72,658.78,True,True,True,5.0,True,24.0,True,False,True,42.0,False,,initial_high_first
2026-04-29,0.16424606493803395,657.55,658.63,5,658.84,656.76,657.15,False,False,False,,False,,False,False,False,,False,,no_setup
2026-04-30,0.5713681091947809,661.57,665.35,5,665.415,661.91,661.98,False,False,False,,False,,False,False,False,,False,,no_setup
2026-05-01,0.21265762122981702,667.74,669.16,5,671.89,668.8,671.61,True,True,False,,False,,False,False,False,,False,,no_setup
2026-05-05,0.7549637379621998,672.88,677.96,5,678.96,677.51,678.82,True,True,False,,False,,False,False,False,,False,,no_setup
2026-05-06,0.9052097240357382,681.61,687.78,5,689.16,686.48,689.09,True,True,True,36.0,False,,False,False,False,,False,,no_setup
2026-05-07,0.1164177817382317,695.77,696.58,5,697.03,695.92,696.83,True,True,True,6.0,True,15.0,True,True,True,23.0,True,16.0,prior_close_first
2026-05-08,0.716608628082982,694.94,699.92,5,702.11,699.5,701.895,True,True,False,,False,,False,False,False,,False,,no_setup
2026-05-13,0.38459363158191984,707.24,709.96,5,709.97,708.25,709.26,False,False,False,,False,,False,False,False,,False,,no_setup
2026-05-18,0.36816046718293194,708.93,711.54,5,712.07,710.1,710.41,False,False,False,,False,,False,False,False,,False,,no_setup
2026-05-20,0.5359713768477548,701.53,705.29,5,707.29,705.24,706.81,True,True,True,5.0,True,6.0,True,False,True,14.0,False,,initial_high_first
2026-05-22,0.4982435515248351,714.51,718.07,5,719.9588,717.41,719.7499,True,True,True,30.0,True,32.0,True,False,True,91.0,False,,initial_high_first
2026-05-26,1.1734537447389837,717.54,725.96,5,726.77,724.51,724.76,False,False,False,,False,,False,False,False,,False,,no_setup
2026-05-27,0.36698252724982616,730.28,732.96,5,733.32,731.16,731.84,False,False,False,,False,,False,False,False,,False,,no_setup
2026-05-29,0.30451332245786666,735.6,737.84,5,738.91,737.43,737.66,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-03,0.15412244022730004,746.16,747.31,5,748.65,746.34,746.36,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-09,0.9649894563380723,716.07,722.98,5,723.11,720.49,720.8314,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-15,2.3234535725178196,721.34,738.1,5,739.5,737.38,738.63,True,True,False,,False,,False,False,False,,False,,no_setup
2026-06-18,2.033189852043571,722.51,737.2,5,737.65,734.565,734.62,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-22,0.1890308120223505,740.62,742.02,5,744.02,740.43,741.12,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-25,2.150235006051049,710.62,725.9,5,726.83,723.15,723.58,False,False,False,,False,,False,False,False,,False,,no_setup
2026-06-29,1.0572949102644058,706.52,713.99,5,716.96,711.88,716.79,True,True,True,8.0,True,30.0,True,False,True,119.0,True,44.0,prior_close_first
2026-07-09,0.9684583380186629,711.44,718.33,5,719.17,716.5,719.05,True,True,True,45.0,True,50.0,True,False,True,69.0,False,,initial_high_first
2026-07-14,1.1914463146654786,711.74,720.22,5,720.286,717.2526,717.35,False,False,False,,False,,False,False,False,,False,,no_setup
2026-07-15,0.5780266503633502,719.69,723.85,5,724.36,722.78,723.76,False,False,False,,False,,False,False,False,,False,,no_setup
2026-07-20,0.9822674125954389,695.33,702.16,5,704.4,701.78,704.355,True,True,True,22.0,True,26.0,True,False,False,,False,,neither
2026-07-21,1.5099273051173867,696.06,706.57,5,707.13,704.45,704.71,False,False,False,,False,,False,False,False,,False,,no_setup
2026-07-27,1.0888151644914634,684.23,691.68,5,692.3,689.19,690.4,False,False,False,,False,,False,False,False,,False,,no_setup
